,Title,URL,Score,Author,Views,Likes,Dislikes
96,KIDS REACT TO IRON MAIDEN Metal Music YouTube,https://www.youtube.com/watch?v=UiYpDdsK4BU,68.82173001176531,FBE,4036188,61361,2714
97,Vivaldi s Four Seasons Winter I Allegro non molto by Sinfonity YouTube,https://www.youtube.com/watch?v=SHxwrRn-MzU,69.50774526678141,SinfonityTV Guitar,201920,2954,49
98,Nothing Else Matters Metallica William Joseph feels the Rain YouTube,https://www.youtube.com/watch?v=GdU6snztM0A&amp;list=RDi_M7RTL71j4&amp;index=13,69.63049312176135,WilliamJosephTV,17280478,252782,4608
99,Seven Years In Tibet Live YouTube,https://www.youtube.com/watch?v=KY-KJz2Gr6E,69.66666666666667,Mozart Heroes Topic,418,6,0
100,Russian Rammstein Du Riechst So Gut YouTube,https://www.youtube.com/watch?v=VJboSby7nW0&amp;list=RDVJboSby7nW0&amp;start_radio=1,69.71485780379074,Dmitry Kalinin,11994511,182441,10390
101,Russian Rammstein Du Riechst So Gut YouTube,https://www.youtube.com/watch?v=VJboSby7nW0,69.71505376344086,Dmitry Kalinin,11994475,182440,10390
102,Game Of Thrones Bach MOZART HEROES Album Version mh4 YouTube,https://www.youtube.com/watch?v=H9QNTLpjELY,70.44354838709677,MOZART HEROES Official ,17470,248,0
103,T rex in Jurassic Park Main Theme by John Williams xec xa5 xac xeb x9d xbc xea xb8 xb0 xea xb3 xb5 x,https://www.youtube.com/watch?v=cR7erYmO0m8,70.4959693629266,Akademia Filmu i Telewizji,3331851,48141,878
104,Mozart vs Skrillex Live with a Twist YouTube,https://www.youtube.com/watch?v=ClNCl6yDIm0,71.84820203129289,ERB2,6543575,94684,3609
105,Du Riechst so Gut YouTube,https://www.youtube.com/watch?v=GuL5y7EWwko,72.84848484848484,Russian Style Folkestra Topic,2404,49,16
106,Ed Sheeran I see fire MOZART HEROES Unplugged MHups2 YouTube,https://www.youtube.com/watch?v=j58Wni0qmWk&amp;list=RDj58Wni0qmWk&amp;start_radio=1,73.14158686730507,MOZART HEROES Official ,106933,1484,22
107,Ed Sheeran I see fire MOZART HEROES Unplugged MHups2 YouTube,https://www.youtube.com/watch?v=j58Wni0qmWk,73.14158686730507,MOZART HEROES Official ,106933,1484,22
108,Ed Sheeran I see fire MOZART HEROES Unplugged MHups2 YouTube,https://www.youtube.com/watch?v=j58Wni0qmWk&amp;list=RDuK-ONxAPjQg&amp;index=10,73.14500683994528,MOZART HEROES Official ,106938,1484,22
109,2CELLOS Smells Like Teen Spirit Live at Sydney Opera House YouTube,https://www.youtube.com/watch?v=nji5zvkuuFg,73.19826963092761,2CELLOS,6683734,94465,3155
